index,version,CompanyName,year,engine,engine_size,engine_type,current_mileage,hand,gearBox,color,original_onership,next_test_in,annual_licensing_fee,car_length,price
1759,יונדאי I35 INSPIRE,יונדאי,2015,1591 ליטר בנזין,1591,בנזין,"187,742",5,1,ברונזה,ליסינג,3,1424,455.0,48000
1760,ב.מ.וו X2 XDRIVE 25E M SPORT,ב.מ.וו,2021,1499 ליטר חשמל/בנזין,1499,חשמל/בנזין,0,1,1,אפור כהה,פרטית,11,4731,436.0,295000
1761,שברולט אימפלה LTZ,שברולט,2017,3564 ליטר בנזין,3564,בנזין,"140,000",1,1,שחור מטלי,ליסינג,2,2563,511.3,125000
1762,טויוטה קורולה SUN,טויוטה,2015,1598 ליטר בנזין,1598,בנזין,"137,000",2,1,לבן,ליסינג,6,1424,462.0,68000
1763,דאצ'יה לודגי LAUREATE,דאצ'יה,2015,1197 ליטר בנזין,1197,בנזין,"140,000",2,2,לבן,ליסינג,6,985,449.8,36500
1764,יונדאי טוסון OPEN SKY,יונדאי,2017,1999 ליטר בנזין,1999,בנזין,"80,000",1,1,לבן,פרטית,10,2019,447.5,109900
1765,טויוטה אייגו X-PLAY,טויוטה,2017,998 ליטר בנזין,998,בנזין,"44,892",1,1,לבן,פרטית,3,1102,345.5,50900
1766,דאצ'יה דאסטר LAUREATE,דאצ'יה,2019,1461 ליטר דיזל,1461,דיזל,"112,000",1,2,שחור פנינה,חברה,1,1811,434.1,86500
1767,רנו מגאן EX-PSR,רנו,2014,1197 ליטר בנזין,1197,בנזין,"130,000",4,1,לבן,ליסינג,9,1424,456.7,33000
1768,ניסאן מיקרה VISIA,ניסאן,2016,1198 ליטר בנזין,1198,בנזין,"68,372",1,1,לבן,פרטית,2,1102,382.5,46900
1769,מיצובישי אאוטלנדר INVITE,מיצובישי,2016,1998 ליטר בנזין,1998,בנזין,"150,000",2,2,לבן,פרטית,1,1604,469.5,95000
1770,קיה ספורטז' URBAN,קיה,2017,1999 ליטר בנזין,1999,בנזין,"64,180",2,1,לבן,פרטית,3,1835,448.0,117900
1771,הונדה ג'אז COMFORT,הונדה,2016,1318 ליטר בנזין,1318,בנזין,"60,412",2,1,כסוף מטאלי,פרטית,9,1353,399.5,74900
1772,פיג'ו 5008 ACTIVE,פיג'ו,2020,1499 ליטר דיזל,1499,דיזל,"46,551",1,1,אפור,פרטית,1,2417,464.1,164900
1773,סוזוקי איגניס GLX,סוזוקי,2019,1242 ליטר בנזין,1242,בנזין,"35,529",1,1,שחור,פרטית,1,1235,370.0,88900
1774,פורד קוגה,פורד,2019,1498 ליטר בנזין,1498,בנזין,"83,681",1,1,שחור,ליסינג,11,2019,452.4,119673
1775,טויוטה C-HR HYBRID CHIC,טויוטה,2017,1798 ליטר בנזין,1798,בנזין,"63,368",1,1,אפור,פרטית,5,1835,436.0,119900
1776,טויוטה קאמרי HYBRID SE,טויוטה,2021,2487 ליטר בנזין,2487,בנזין,"25,400",1,1,לבן,פרטית,10,2417,488.5,204900
1777,מרצדס AMG G63 AMG LINE,מרצדס,2021,3982 ליטר בנזין,3982,בנזין,"27,000",1,1,שחור,פרטית,11,4731,488.5,1600000
1778,טויוטה RAV4 PLUG IN E-MOTION,טויוטה,2021,2487 ליטר חשמל/בנזין,2487,חשמל/בנזין,"4,000",1,1,אפור כהה מטלי,פרטית,3,3366,460.0,250000
1779,מיצובישי אאוטלנדר INSTYLE,מיצובישי,2017,1998 ליטר בנזין,1998,בנזין,"119,000",2,1,כסף,ליסינג,8,2019,469.5,119000
1780,טויוטה וורסו GLI,טויוטה,2017,1798 ליטר בנזין,1798,בנזין,"120,000",2,1,שחור,ליסינג,1,1835,446.0,80000
1781,יונדאי איוניק HYBRID PREMIUM,יונדאי,2019,1580 ליטר בנזין,1580,בנזין,"94,000",1,1,לבן,ליסינג,5,1811,447.0,95000
1782,סובארו אימפרזה B3 RX,סובארו,2008,1498 ליטר בנזין,1498,בנזין,"112,000",2,1,אפור בהיר,פרטית,3,1074,441.5,100000
1783,פולקסווגן חיפושית DESIGN,פולקסווגן,2014,1197 ליטר בנזין,1197,בנזין,"82,800",2,1,צהוב,פרטית,6,1693,427.8,85500
1784,סקודה אוקטביה AMBITION,סקודה,2017,1395 ליטר בנזין,1395,בנזין,"77,437",1,1,אפור,ליסינג,6,1604,467.0,86800
1785,יונדאי סנטה פה LUXURY,יונדאי,2012,2349 ליטר בנזין,2349,בנזין,"210,000",3,1,כסוף בהיר,ליסינג,3,1962,466.0,60000
1786,רנו קנגו AUTHENTIC,רנו,2018,1197 ליטר בנזין,1197,בנזין,"116,841",1,1,לבן,ליסינג,4,1604,428.2,68900
1787,שברולט קרוז 1.6 LS,שברולט,2011,1598 ליטר בנזין,1598,בנזין,"140,000",4,1,כסף,פרטית,7,1262,459.7,16900
1788,ניסאן X TRAIL VISIA,ניסאן,2017,1598 ליטר דיזל,1598,דיזל,"115,000",3,1,שחור מטלי,פרטית,3,2019,464.0,99000
1789,רנו קאדג'ר LIFE,רנו,2019,1461 ליטר דיזל,1461,דיזל,"80,182",1,1,לבן,ליסינג,12,1835,444.9,110990
1790,טויוטה וורסו GLI,טויוטה,2017,1798 ליטר בנזין,1798,בנזין,"103,000",2,1,כסף,ליסינג,7,1835,446.0,101500
1791,מיצובישי אאוטלנדר INSTYLE,מיצובישי,2015,1998 ליטר בנזין,1998,בנזין,"102,000",1,1,לבן,ליסינג,5,1693,465.5,90000
1792,יונדאי טוסון 0PENSKY PLUS,יונדאי,2018,1999 ליטר בנזין,1999,בנזין,"37,000",2,1,לבן,ליסינג,4,2019,447.5,138000
1793,אאודי A5,אאודי,2009,1984 ליטר בנזין,1984,בנזין,"215,000",4,1,שחור מטלי,פרטית,3,1726,462.5,55000
1794,פולקסווגן גולף COMFORTLINE,פולקסווגן,2018,1395 ליטר בנזין,1395,בנזין,"150,000",1,1,שחור,ליסינג,11,1604,425.8,99999
1795,אאודי A4 ADVANCED,אאודי,2021,1984 ליטר בנזין,1984,בנזין,"7,000",1,1,שחור,פרטית,3,3366,476.2,235000
1796,ב.מ.וו X6 XDRIVE 30D LUXURY,ב.מ.וו,2017,2993 ליטר דיזל,2993,דיזל,"135,000",2,1,לבן,פרטית,11,3357,490.9,300000
1797,פולקסווגן טיגואן SPORTSTYLE,פולקסווגן,2009,1984 ליטר בנזין,1984,בנזין,"82,000",3,1,בז,פרטית,12,1508,445.7,47000
1798,ב.מ.וו סדרה 7 740LE iPERFORMANCE LUXURY,ב.מ.וו,2018,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,"70,000",2,1,לבן פנינה,פרטית,1,3357,445.7,345000
1799,טויוטה C-HR LOUNGE,טויוטה,2018,1798 ליטר בנזין,1798,בנזין,"50,000",1,1,לבן,פרטית,1,1835,436.0,129000
1800,ג'יפ רנגלר SPORT S,ג'יפ,2022,1995 ליטר בנזין,1995,בנזין,0,1,1,לבן,פרטית,11,4731,447.0,355419
1801,פיג'ו 2008 ACTIVE GO,פיג'ו,2018,1199 ליטר בנזין,1199,בנזין,"134,022",1,1,אפור,ליסינג,8,1353,415.9,67900
1802,מאזדה 6 LUXURY,מאזדה,2014,1998 ליטר בנזין,1998,בנזין,"200,000",5,1,שחור,ליסינג,7,1693,487.0,50000
1803,סקודה אוקטביה AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"135,000",1,1,שחור מטלי,ליסינג,11,1604,467.0,78000
1804,סקודה קודיאק EXCLUSIVE,סקודה,2018,1984 ליטר בנזין,1984,בנזין,"130,000",1,1,שחור,ליסינג,4,2563,467.0,187000
1805,פולקסווגן טוארג LUX,פולקסווגן,2013,2967 ליטר דיזל,2967,דיזל,"75,000",2,1,לבן,פרטית,1,2397,479.5,145000
1806,קרייזלר גראנד וויאג'ר TOURING N,קרייזלר,2014,3604 ליטר בנזין,3604,בנזין,"197,000",2,1,שחור,פרטית,11,1962,479.5,39900
1807,וולבו S80 T5 BUSINESS,וולבו,2015,1969 ליטר בנזין,1969,בנזין,"170,000",2,1,לבן,פרטית,4,2397,485.4,66900
1808,יונדאי אלנטרה GL,יונדאי,2017,1591 ליטר בנזין,1591,בנזין,"120,000",1,1,לבן,ליסינג,2,1604,457.0,69000
1809,איסוזו D-Max S,איסוזו,2016,2499 ליטר דיזל,2499,דיזל,"174,000",1,2,לבן,ליסינג,5,2019,529.5,125000
1810,קופרה פורמנטור,קופרה,2021,1498 ליטר בנזין,1498,בנזין,"10,000",3,1,כסף,פרטית,5,2417,445.0,187000
1811,רנו קנגו ZEN,רנו,2018,1461 ליטר דיזל,1461,דיזל,"145,000",1,2,לבן,ליסינג,1,1835,466.6,80000
1812,ג'יפ גראנד צ'ירוקי LIMITED,ג'יפ,2013,2987 ליטר דיזל,2987,דיזל,"190,000",4,1,שחור מטלי,פרטית,7,2397,482.2,145000
1813,מאזדה 6 LUXURY,מאזדה,2019,1998 ליטר בנזין,1998,בנזין,"94,985",1,1,לבן,השכרה,11,2019,487.0,122850
1814,מיצובישי אקליפס קרוס INSTYLE,מיצובישי,2019,1499 ליטר בנזין,1499,בנזין,"55,000",2,1,לבן,ליסינג,11,1835,440.5,123000
1815,קיה נירו PHEV LX,קיה,2022,1580 ליטר חשמל/בנזין,1580,חשמל/בנזין,2,1,1,לבן,ליסינג,11,2130,440.5,152900
1816,סקודה יטי ELEGANCE,סקודה,2015,1197 ליטר בנזין,1197,בנזין,"117,000",1,1,לבן,פרטית,5,1584,422.2,59500
1817,סקודה ראפיד AMBITION,סקודה,2013,1390 ליטר בנזין,1390,בנזין,"175,000",4,1,כסף מטאלי,ליסינג,7,1205,448.3,35000
1818,ניסאן סנטרה SR,ניסאן,2017,1798 ליטר בנזין,1798,בנזין,"97,000",3,1,לבן,ליסינג,6,1604,463.5,69900
1819,סוזוקי בלנו GLX,סוזוקי,2018,1242 ליטר בנזין,1242,בנזין,"132,000",3,1,לבן,ליסינג,1,1102,399.5,60000
1820,יונדאי טוסון SUPREME,יונדאי,2017,1999 ליטר בנזין,1999,בנזין,"82,000",2,1,שחור,פרטית,11,2019,447.5,125000
1821,סיטרואן C3 FEEL,סיטרואן,2019,1199 ליטר בנזין,1199,בנזין,"60,223",1,1,לבן,השכרה,1,1235,399.6,86894
1822,הונדה אקורד EXECUTIVE,הונדה,2011,1997 ליטר בנזין,1997,בנזין,"190,000",5,1,שחור מטלי,פרטית,3,1508,474.0,43000
1823,יונדאי סונטה HYBRID LIMITED,יונדאי,2017,1999 ליטר בנזין,1999,בנזין,"120,000",2,1,לבן,פרטית,4,2019,485.5,110000
1824,סוזוקי CROSSOVER GLX,סוזוקי,2019,1373 ליטר בנזין,1373,בנזין,"91,678",1,1,כסוף,ליסינג,6,1811,430.0,101000
1825,אאודי A6 LUXURY,אאודי,2011,2773 ליטר בנזין,2773,בנזין,"165,000",3,1,לבן,פרטית,3,1726,491.5,74000
1826,מרצדס C קלאס C220 BLUETEC TAXI CLASSIC,מרצדס,2014,2143 ליטר דיזל,2143,דיזל,"349,000",2,1,אפור,מונית,7,1962,459.1,119000
1827,קיה פיקנטו LX,קיה,2019,1248 ליטר בנזין,1248,בנזין,"54,610",1,1,כסוף,השכרה,1,1235,359.5,74959
1828,מרצדס CLA קלאס CLA180 URBAN FL,מרצדס,2017,1595 ליטר בנזין,1595,בנזין,"82,000",1,1,לבן,פרטית,3,2563,463.0,159000
1829,ב.מ.וו X1 SDRIVE 18I,ב.מ.וו,2016,1499 ליטר בנזין,1499,בנזין,"80,000",3,1,לבן,פרטית,7,2563,443.9,120000
1830,טויוטה קורולה GLI CC,טויוטה,2015,1598 ליטר בנזין,1598,בנזין,"190,000",2,1,לבן,פרטית,3,1424,462.0,64999
1831,סובארו אימפרזה B3 RX,סובארו,2009,1498 ליטר בנזין,1498,בנזין,"160,000",3,1,כסף מטלי,פרטית,4,1074,458.0,18900
1832,טויוטה C-HR HYBRID CITY,טויוטה,2018,1798 ליטר בנזין,1798,בנזין,"100,000",1,1,לבן,פרטית,5,1604,436.0,125000
1833,סקודה אוקטביה AMBITION,סקודה,2014,1197 ליטר בנזין,1197,בנזין,"338,000",2,1,לבן,ליסינג,4,1424,465.9,49000
1834,מיצובישי אאוטלנדר INSTYLE,מיצובישי,2019,1998 ליטר בנזין,1998,בנזין,"82,000",1,1,לבן,פרטית,7,2417,469.5,441600
1835,מיצובישי אקליפס קרוס INSTYLE,מיצובישי,2018,1499 ליטר בנזין,1499,בנזין,"145,000",1,1,שחור מטלי,ליסינג,4,1835,440.5,115000
1836,רנו קליאו EX PACK PLUS,רנו,2016,1197 ליטר בנזין,1197,בנזין,"94,000",1,1,לבן,ליסינג,5,1353,426.7,45000
1837,טויוטה יאריס HYBRID ECO HYBRID,טויוטה,2017,1497 ליטר בנזין,1497,בנזין,"160,000",1,1,שחור מטלי,ליסינג,9,1353,394.5,79000
1838,קיה ספורטז' URBAN,קיה,2018,1999 ליטר בנזין,1999,בנזין,"121,092",1,1,כסוף,ליסינג,4,1835,448.0,111019
1839,מרצדס E קלאס E350E EDITION,מרצדס,2018,1991 ליטר חשמל/בנזין,1991,חשמל/בנזין,"64,000",1,1,שחור מטלי,פרטית,11,3357,492.3,319000
1840,יונדאי טוסון ELITE,יונדאי,2020,1999 ליטר בנזין,1999,בנזין,"18,000",1,1,לבן,פרטית,13,2417,448.0,163000
1841,סקודה אוקטביה AMBITION,סקודה,2019,999 ליטר בנזין,999,בנזין,"91,000",1,1,אפור כהה מטלי,ליסינג,12,1604,466.7,89500
1842,אאודי A1 LIMITED,אאודי,2018,999 ליטר בנזין,999,בנזין,"36,000",1,1,אדום,פרטית,2,1835,466.7,115000
1843,מאזדה 3 ACTIVE,מאזדה,2014,1496 ליטר בנזין,1496,בנזין,"130,000",2,1,חום,פרטית,3,1424,458.5,49000
1844,רנו גראנד סניק EXPRESSION,רנו,2015,1461 ליטר דיזל,1461,דיזל,"211,000",1,1,כסוף בהיר,פרטית,5,1693,457.3,43900
1845,פיאט 500 0.9 SPORT,פיאט,2012,875 ליטר בנזין,875,בנזין,"148,000",7,2,אדום,פרטית,5,1205,354.6,26000
1846,קיה קרניבל EX,קיה,2017,3342 ליטר בנזין,3342,בנזין,"95,000",2,1,לבן,פרטית,4,2563,511.5,135000
1847,אופל אדם JAM STS,אופל,2015,1398 ליטר בנזין,1398,בנזין,"77,000",4,1,סגול כהה,פרטית,3,985,369.8,43000
1848,ב.מ.וו X7 XDRIVE 40D PURE EXCELLE,ב.מ.וו,2021,2993 ליטר דיזל,2993,דיזל,1,1,1,לבן,פרטית,6,4731,369.8,894719
1849,סקודה אוקטביה AMBITION,סקודה,2017,999 ליטר בנזין,999,בנזין,"141,278",1,1,אפור כהה,ליסינג,8,1604,467.0,76900
1850,ב.מ.וו סדרה 8 840I M-SPORT,ב.מ.וו,2021,2998 ליטר בנזין,2998,בנזין,"5,000",1,1,לבן,פרטית,7,4731,467.0,844000
1851,סוזוקי ויטארה GLX,סוזוקי,2019,998 ליטר בנזין,998,בנזין,"83,868",1,1,לבן,השכרה,1,1529,417.5,105271
1852,שברולט ספארק LS,שברולט,2015,995 ליטר בנזין,995,בנזין,"120,000",2,2,שחור,השכרה,3,985,359.5,20000
1853,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"220,081",1,1,אפור,ליסינג,11,985,424.5,29990
1854,קיה ספורטז' URBAN,קיה,2017,1999 ליטר בנזין,1999,בנזין,"98,000",2,1,כסוף בהיר,פרטית,2,1835,448.0,107500
1855,הונדה ג'אז TREND,הונדה,2017,1318 ליטר בנזין,1318,בנזין,"237,000",1,1,לבן,ליסינג,2,1353,399.5,42000
1856,אאודי A3 SPORTBACK E-TRON LUXURY,אאודי,2019,1395 ליטר חשמל/בנזין,1395,חשמל/בנזין,"62,000",1,1,שחור,פרטית,2,3366,431.3,165000
1857,סוזוקי סוויפט GLX,סוזוקי,2017,1242 ליטר בנזין,1242,בנזין,"17,000",1,1,אדום מטל,פרטית,9,1102,385.0,75000
1858,לקסוס RX 450H L PREMIUM,לקסוס,2019,3456 ליטר בנזין,3456,בנזין,"74,000",1,1,לבן,ליסינג,1,4731,500.0,349000
1859,סקודה אוקטביה AMBITION,סקודה,2017,999 ליטר בנזין,999,בנזין,"71,000",1,1,לבן,השכרה,8,1604,467.0,71000
1860,שברולט ספארק LT,שברולט,2018,1399 ליטר בנזין,1399,בנזין,"90,995",1,1,כסוף,השכרה,5,1102,363.6,62374
1861,רנו קאדג'ר INTENSE,רנו,2017,1461 ליטר דיזל,1461,דיזל,"173,000",3,1,לבן,פרטית,2,1835,444.9,79000
1862,פיג'ו 301 ACTIVE,פיג'ו,2017,1587 ליטר בנזין,1587,בנזין,"118,003",1,1,אפור,השכרה,1,1353,444.2,39500
1863,פורד אדג' SEL,פורד,2012,3497 ליטר בנזין,3497,בנזין,"112,000",2,1,כסוף בהיר,פרטית,8,1962,467.9,69000
1864,קיה נירו EX,קיה,2018,1580 ליטר בנזין,1580,בנזין,"117,500",1,1,כסף,השכרה,5,1604,435.5,93000
1865,קיה ספורטז' URBAN,קיה,2018,1591 ליטר בנזין,1591,בנזין,"120,000",1,1,לבן,ליסינג,8,1604,448.0,117000
1866,יונדאי טוסון OPEN SKY,יונדאי,2017,1999 ליטר בנזין,1999,בנזין,"82,000",1,1,לבן,פרטית,3,2019,447.5,117000
1867,מרצדס A קלאס A180 URBAN,מרצדס,2013,1595 ליטר בנזין,1595,בנזין,"100,000",5,1,לבן,פרטית,7,1693,429.2,90000
1868,קיה פיקנטו LX,קיה,2021,1197 ליטר בנזין,1197,בנזין,0,1,1,לבן,חברה,9,1235,359.5,79900
1869,שברולט קרוז LT TURBO,שברולט,2015,1362 ליטר בנזין,1362,בנזין,"145,000",2,1,אפור כהה,ליסינג,5,1424,459.7,28500
1870,שברולט ספארק LT,שברולט,2018,1399 ליטר בנזין,1399,בנזין,"37,000",2,1,שחור מטלי,פרטית,5,1102,363.6,62000
1871,טויוטה יאריס SOL,טויוטה,2016,1329 ליטר בנזין,1329,בנזין,"123,000",3,1,לבן,ליסינג,9,1353,395.0,57000
1872,טויוטה קורולה SUN,טויוטה,2019,1798 ליטר בנזין,1798,בנזין,"79,822",1,1,לבן,ליסינג,4,1811,463.0,109000
1873,הונדה ג'אז HYBRID,הונדה,2013,1339 ליטר בנזין,1339,בנזין,"168,000",2,1,שחור מטלי,פרטית,2,1205,390.0,42000
1874,הונדה ג'אז TREND,הונדה,2018,1318 ליטר בנזין,1318,בנזין,"140,000",2,1,לבן,ליסינג,5,1353,399.5,64000
1875,דאצ'יה סנדרו LAUREATE,דאצ'יה,2017,1149 ליטר בנזין,1149,בנזין,"61,000",1,2,כסף מטלי,פרטית,7,1102,405.7,39400
1876,לנד רובר רינג' רובר אווק R DYNAMIC,לנד,2021,1498 ליטר חשמל/בנזין,1498,חשמל/בנזין,0,10,1,שחור,פרטית,2,4731,437.1,449000
1877,ג'יפ צ'ירוקי LONGITUDE,ג'יפ,2017,2360 ליטר בנזין,2360,בנזין,"67,000",1,1,אדום כהה  יין,פרטית,3,2563,462.3,130999
1878,פיג'ו 407 SR,פיג'ו,2008,1997 ליטר בנזין,1997,בנזין,"160,000",2,1,אפור,ליסינג,5,1369,467.6,11999
1879,יונדאי סונטה HYBRID PREMIUM,יונדאי,2016,1999 ליטר בנזין,1999,בנזין,"100,000",1,1,אפור מטל,פרטית,9,1835,485.5,94000
1880,רנו קליאו LIFE,רנו,2018,1197 ליטר בנזין,1197,בנזין,"133,000",2,1,לבן,ליסינג,11,1102,406.3,50000
1881,פולקסווגן ג'טה TRENDLINE,פולקסווגן,2016,1197 ליטר בנזין,1197,בנזין,"199,000",1,1,כסף מטלי,פרטית,5,1604,465.9,54000
1882,יונדאי I30 INSPIRE,יונדאי,2011,1591 ליטר בנזין,1591,בנזין,"210,000",4,1,בז מטאלי,ליסינג,4,1262,447.5,23000
1883,סמארט FOR TWO PURE,סמארט,2012,999 ליטר בנזין,999,בנזין,"52,000",2,1,לבן,ליסינג,4,1205,269.5,33000
1884,ב.מ.וו X1 SDRIVE20I XLINE,ב.מ.וו,2019,1998 ליטר בנזין,1998,בנזין,"40,000",3,1,לבן,פרטית,2,3366,443.9,175000
1885,יונדאי איוניק HYBRID PREMIUM,יונדאי,2018,1580 ליטר בנזין,1580,בנזין,"156,700",1,1,לבן,ליסינג,2,1604,447.0,79000
1886,אאודי Q5 LUXURY,אאודי,2011,1984 ליטר בנזין,1984,בנזין,"216,994",6,1,כסף,פרטית,1,1726,462.9,62000
